"id","code","category","ipi_cst_in:id","ipi_cst_out:id","active","name"
"ipi_guideline_345","345","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos nacionais ou nacionalizados, destinados à entrada nas Áreas de Livre Comércio de Brasiléia - ALCB e de Cruzeiro do Sul - ALCCS - Art. 120 do Decreto 7.212/2010"
"ipi_guideline_346","346","Isenção","cst_ipi_02","cst_ipi_52","1","Recompe - equipamentos de informática - de beneficiário do regime para escolas das redes públicas de ensino federal, estadual, distrital, municipal ou nas escolas sem fins lucrativos de atendimento a pessoas com deficiência - Decreto nº 7.243/2010, art. 7º"
"ipi_guideline_347","347","Isenção","cst_ipi_02","cst_ipi_52","1","Rio 2016 - Importação de materiais para os jogos (medalhas, troféus, impressos, bens não duráveis, etc.) - Lei nº 12.780/2013, Art. 4º, §1º, I"
"ipi_guideline_348","348","Isenção","cst_ipi_02","cst_ipi_52","1","Rio 2016 - Suspensão convertida em Isenção - Lei nº 12.780/2013, Art. 6º, I"
"ipi_guideline_349","349","Isenção","cst_ipi_02","cst_ipi_52","1","Rio 2016 - Empresas vinculadas ao CIO - Lei nº 12.780/2013, Art. 9º, I, d"
"ipi_guideline_350","350","Isenção","cst_ipi_02","cst_ipi_52","1","Rio 2016 - Saída de produtos importados pelo RIO 2016- Lei nº 12.780/2013, Art. 10, I, d"
"ipi_guideline_351","351","Isenção","cst_ipi_02","cst_ipi_52","1","Rio 2016 - Produtos nacionais, não duráveis, uso e consumo dos eventos, adquiridos pelas pessoas jurídicas mencionadas no § 2o do art. 4o da Lei nº 12.780/2013, Art. 12"
"ipi_guideline_601","601","Redução","cst_ipi_00","cst_ipi_50","1","Equipamentos e outros destinados à pesquisa e ao desenvolvimento tecnológico - Art. 72 do Decreto 7.212/2010"
"ipi_guideline_602","602","Redução","cst_ipi_00","cst_ipi_50","1","Equipamentos e outros destinados àempresas habilitadas no PDTI e PDTA utilizados em pesquisa e ao desenvolvimento tecnológico - Art. 73 do Decreto 7.212/2010"
"ipi_guideline_603","603","Redução","cst_ipi_00","cst_ipi_50","1","Microcomputadores e outros de até R$11.000,00, unidades de disco, circuitos, etc, destinados a bens de informática ou automação. Centro-Oeste SUDAM SUDENE - Art. 142, I do Decreto 7.212/2010"
"ipi_guideline_604","604","Redução","cst_ipi_00","cst_ipi_50","1","Microcomputadores e outros de até R$11.000,00, unidades de disco, circuitos, etc, destinados a bens de informática ou automação. - Art. 142, I do Decreto 7.212/2010"
"ipi_guideline_605","605","Redução","cst_ipi_00","cst_ipi_50","1","Bens de informática não incluídos no art. 142 do Decreto 7.212/2010 - Produzidos no Centro-Oeste, SUDAM, SUDENE - Art. 143, I do Decreto 7.212/2010"
"ipi_guideline_606","606","Redução","cst_ipi_00","cst_ipi_50","1","Bens de informática não incluídos no art. 142 do Decreto 7.212/2010- Art. 143, II do Decreto 7.212/2010"
"ipi_guideline_607","607","Redução","cst_ipi_00","cst_ipi_50","1","Padis - Art. 150 do Decreto 7.212/2010"
"ipi_guideline_608","608","Redução","cst_ipi_00","cst_ipi_50","1","Patvd - Art. 158 do Decreto 7.212/2010"
"ipi_guideline_999","999","Outros","","","1","Tributação normal IPI; Outros;"
